XUW1014BLK,Mark 구스다운 점퍼,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001932,새 상품,"159,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001932/1000001932_main_055.jpg
XUW1010DMG,Kalmar 구스다운 점퍼,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001935,새 상품,"239,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001932/1000001932_detail_166.jpg
XUW1010BLK,Kalmar 구스다운 점퍼,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001934,새 상품,"239,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001935/1000001935_main_061.jpg
XUW1014DKH,Mark 구스다운 점퍼,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001933,새 상품,"159,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001935/1000001935_detail_110.jpg
XVM7025LCG,XCTRL 7부 Woven Free 반바지,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001801,새 상품,"39,000원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001934/1000001934_main_048.jpg
XVM7025CBK,XCTRL 7부 Woven Free 반바지,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001800,새 상품,"39,000원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001934/1000001934_detail_13.jpg
XUMX510NLN,XVENT Vapourise 5부 반바지,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001799,새 상품,"27,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001933/1000001933_main_047.jpg
XUMX510BLL,XVENT Vapourise 5부 반바지,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001798,새 상품,"27,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/12/52/1000001933/1000001933_detail_152.jpg
XUMX410NVN,XVENT 긴팔 티셔츠,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001787,새 상품,"31,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001801/1000001801_main_030.jpg
XUMX410NLN,XVENT 긴팔 티셔츠,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001786,새 상품,"31,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001801/1000001801_detail_194.jpg
XUMX410BLL,XVENT 긴팔 티셔츠,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001785,새 상품,"31,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001800/1000001800_main_066.jpg
XUW1011OWT,Timdon 구스 다운 자켓,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001784,새 상품,"199,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001800/1000001800_detail_165.jpg
XUW1011NVY,Timdon 구스 다운 자켓,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001783,새 상품,"199,600원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001799/1000001799_main_094.jpg
XVWU11112NVY,Valen(발렌) running 다운베스트,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001778,새 상품,"119,400원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001799/1000001799_detail_12.jpg
XVWU11112BLK,Valen(발렌) running 다운베스트,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001777,새 상품,"119,400원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001798/1000001798_main_091.jpg
XVWU11111KHA,Nancy(낸시) 하이브리드 다운 베스트,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001770,새 상품,"95,400원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001798/1000001798_detail_163.jpg
XVWU11111WHT,Nancy(낸시) 하이브리드 다운 베스트,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001769,새 상품,"95,400원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001787/1000001787_main_013.jpg
XVWU11111BLK,Nancy(낸시) 하이브리드 다운 베스트,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001768,새 상품,"95,400원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001787/1000001787_detail_165.jpg
XVWU11011LCG,Vaduz(바두츠) 하이브리드 다운 자켓,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001765,새 상품,"119,400원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001786/1000001786_main_066.jpg
XVWU11011CBK,Vaduz(바두츠) 하이브리드 다운 자켓,,https://www.2xu.kr/goods/goods_view.php?goodsNo=1000001764,새 상품,"119,400원",재고 있음,http://dongin2xu.godohosting.com//goods/20/10/42/1000001786/1000001786_detail_125.jpg
